"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Apr 09 18:40:56 GMT 2023","Sun Apr 09 18:40:56 GMT 2023","0","Vizsgaremek.test","test_conduit","TestConduit","","","test_statement",""
"broken","Sun Apr 09 18:41:02 GMT 2023","Sun Apr 09 18:41:02 GMT 2023","0","Vizsgaremek.test","test_conduit","TestConduit","","","test_delete_post",""
"broken","Sun Apr 09 18:41:05 GMT 2023","Sun Apr 09 18:41:05 GMT 2023","0","Vizsgaremek.test","test_conduit","TestConduit","","","test_data_list",""
"broken","Sun Apr 09 18:41:03 GMT 2023","Sun Apr 09 18:41:03 GMT 2023","0","Vizsgaremek.test","test_conduit","TestConduit","","","test_data_source",""
"broken","Sun Apr 09 18:41:01 GMT 2023","Sun Apr 09 18:41:01 GMT 2023","0","Vizsgaremek.test","test_conduit","TestConduit","","","test_edit_post",""
"broken","Sun Apr 09 18:41:04 GMT 2023","Sun Apr 09 18:41:04 GMT 2023","0","Vizsgaremek.test","test_conduit","TestConduit","","","test_pages_list",""
"broken","Sun Apr 09 18:40:59 GMT 2023","Sun Apr 09 18:40:59 GMT 2023","0","Vizsgaremek.test","test_conduit","TestConduit","","","test_login",""
"broken","Sun Apr 09 18:41:06 GMT 2023","Sun Apr 09 18:41:06 GMT 2023","0","Vizsgaremek.test","test_conduit","TestConduit","","","test_log_out",""
"broken","Sun Apr 09 18:41:00 GMT 2023","Sun Apr 09 18:41:00 GMT 2023","0","Vizsgaremek.test","test_conduit","TestConduit","","","test_new_post",""
"broken","Sun Apr 09 18:41:05 GMT 2023","Sun Apr 09 18:41:05 GMT 2023","0","Vizsgaremek.test","test_conduit","TestConduit","","","test_data_save_txt",""
"broken","Sun Apr 09 18:40:58 GMT 2023","Sun Apr 09 18:40:58 GMT 2023","0","Vizsgaremek.test","test_conduit","TestConduit","","","test_registry",""
