"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Apr 10 12:55:30 GMT 2023","Mon Apr 10 12:55:30 GMT 2023","0","Vizsgaremek.test","test_conduit","TestConduit","","","test_data_save_txt",""
"broken","Mon Apr 10 12:55:25 GMT 2023","Mon Apr 10 12:55:25 GMT 2023","0","Vizsgaremek.test","test_conduit","TestConduit","","","test_login",""
"broken","Mon Apr 10 12:55:27 GMT 2023","Mon Apr 10 12:55:27 GMT 2023","0","Vizsgaremek.test","test_conduit","TestConduit","","","test_edit_post",""
"broken","Mon Apr 10 12:55:24 GMT 2023","Mon Apr 10 12:55:24 GMT 2023","0","Vizsgaremek.test","test_conduit","TestConduit","","","test_registry",""
"broken","Mon Apr 10 12:55:26 GMT 2023","Mon Apr 10 12:55:26 GMT 2023","0","Vizsgaremek.test","test_conduit","TestConduit","","","test_new_post",""
"broken","Mon Apr 10 12:55:31 GMT 2023","Mon Apr 10 12:55:31 GMT 2023","0","Vizsgaremek.test","test_conduit","TestConduit","","","test_data_list",""
"broken","Mon Apr 10 12:55:29 GMT 2023","Mon Apr 10 12:55:29 GMT 2023","0","Vizsgaremek.test","test_conduit","TestConduit","","","test_pages_list",""
"broken","Mon Apr 10 12:55:20 GMT 2023","Mon Apr 10 12:55:20 GMT 2023","0","Vizsgaremek.test","test_conduit","TestConduit","","","test_statement",""
"broken","Mon Apr 10 12:55:32 GMT 2023","Mon Apr 10 12:55:32 GMT 2023","0","Vizsgaremek.test","test_conduit","TestConduit","","","test_log_out",""
"broken","Mon Apr 10 12:55:28 GMT 2023","Mon Apr 10 12:55:28 GMT 2023","0","Vizsgaremek.test","test_conduit","TestConduit","","","test_data_source",""
"broken","Mon Apr 10 12:55:28 GMT 2023","Mon Apr 10 12:55:28 GMT 2023","0","Vizsgaremek.test","test_conduit","TestConduit","","","test_delete_post",""
