"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Apr 07 08:45:10 GMT 2023","Fri Apr 07 08:45:10 GMT 2023","0","Vizsgaremek.test","test_conduit","TestConduit","","","test_all",""
