"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 09 16:34:13 GMT 2023","Sun Apr 09 16:34:16 GMT 2023","2283","Vizsgaremek.test","test_conduit","TestConduit","","","test_login",""
"passed","Sun Apr 09 16:34:07 GMT 2023","Sun Apr 09 16:34:10 GMT 2023","2440","Vizsgaremek.test","test_conduit","TestConduit","","","test_registry",""
"passed","Sun Apr 09 16:35:03 GMT 2023","Sun Apr 09 16:35:09 GMT 2023","6425","Vizsgaremek.test","test_conduit","TestConduit","","","test_pages_list",""
"passed","Sun Apr 09 16:35:21 GMT 2023","Sun Apr 09 16:35:25 GMT 2023","4339","Vizsgaremek.test","test_conduit","TestConduit","","","test_data_list",""
"passed","Sun Apr 09 16:35:28 GMT 2023","Sun Apr 09 16:35:32 GMT 2023","4347","Vizsgaremek.test","test_conduit","TestConduit","","","test_log_out",""
"passed","Sun Apr 09 16:34:19 GMT 2023","Sun Apr 09 16:34:27 GMT 2023","8542","Vizsgaremek.test","test_conduit","TestConduit","","","test_new_post",""
"passed","Sun Apr 09 16:34:47 GMT 2023","Sun Apr 09 16:34:54 GMT 2023","7003","Vizsgaremek.test","test_conduit","TestConduit","","","test_delete_post",""
"passed","Sun Apr 09 16:34:01 GMT 2023","Sun Apr 09 16:34:04 GMT 2023","3068","Vizsgaremek.test","test_conduit","TestConduit","","","test_statement",""
"passed","Sun Apr 09 16:34:31 GMT 2023","Sun Apr 09 16:34:44 GMT 2023","13260","Vizsgaremek.test","test_conduit","TestConduit","","","test_edit_post",""
"passed","Sun Apr 09 16:35:13 GMT 2023","Sun Apr 09 16:35:17 GMT 2023","4469","Vizsgaremek.test","test_conduit","TestConduit","","","test_data_save_txt",""
"broken","Sun Apr 09 16:34:57 GMT 2023","Sun Apr 09 16:35:00 GMT 2023","2291","Vizsgaremek.test","test_conduit","TestConduit","","","test_data_source",""
